Title,Price,Condition,Mileage,Year,Engine Capacity,Brand,Model
2020 Proton X50 1.5 TGDi FLAGSHIP (A) F/S RECORD,66800.0,Used,72499,2020.0,1477.0,Proton,X50
2020 Honda HR-V 1.8 V (A) PADDLE SHIFT SUV,75800.0,Used,52499,2020.0,1799.0,Honda,HR-V
2022 Lexus NX350 F Sport (Grade 5) Panoramic Roof,298000.0,Recon,17499,,2393.0,Lexus,NX350
2021 Porsche Macan All New Facelift Haptic Touch,318000.0,Recon,47499,,1984.0,Porsche,Macan
2022 Lexus RX300 F Sport Full Spec P/Roof 360 Cam,273000.0,Recon,37499,,1998.0,Lexus,RX300
2018 FULL LOAN Honda CIVIC 1.5 TC-PREMIUM (A),86999.0,Used,104999,2018.0,1498.0,Honda,CIVIC
2013 Toyota ALPHARD 2.4 MPV FACELIFT (A),59980.0,Recon,104999,,2362.0,Toyota,ALPHARD
-2016- Honda HR-V 1.8 V (A) FULL LOAN/ LOAN KEDAI,42980.0,Used,82499,,1799.0,Honda,HR-V
-2023- Proton SAGA 1.3 VVT FACELIFT (A) LOAN KEDAI,24980.0,Used,42499,,1332.0,Proton,SAGA
-2014- LOAN KEDAI Proton PERSONA 1.6 EXECUTIVE (A),9980.0,Used,104999,,1597.0,Proton,PERSONA
2020 Lexus RX300 PREMIUM 2.0L (A),226000.0,Recon,87499,,1998.0,Lexus,RX300
2020 Toyota HARRIER 2.0 Z LEATHER,177001.0,Recon,32499,,1986.0,Toyota,HARRIER
BOSE CHRONO & EXH 2020 Porsche 911 3.0 CARRERA 4S,768000.0,Recon,17499,,2981.0,Porsche,911
2022 0190 Honda CIVIC 1.5 EX FL1 (A),165000.0,Recon,17499,,1496.0,Honda,CIVIC
2019 9814 Mercedes Benz C200 1.5 AMG LINE (A),165000.0,Recon,37499,,1497.0,Mercedes,Benz
2015 Toyota ALPHARD 2.5 (A),139800.0,Used,92499,2015.0,2493.0,Toyota,ALPHARD
2024 Toyota Alphard Z Modelista Head Up Display 5A,363000.0,Recon,2499,,2493.0,Toyota,Alphard
(PROMO) 2019 Toyota SUPRA 2.0 SZ-R (A),243000.0,Recon,27499,,1998.0,Toyota,SUPRA
Toyota ALPHARD 2.5 Z high spec 2023 Unreg,319000.0,Recon,12499,,2493.0,Toyota,ALPHARD
2023 Toyota ALPHARD 2.5 Z (A),307000.0,Recon,7499,,2493.0,Toyota,ALPHARD
2017 Toyota VELLFIRE 2.5 ZG(A)PILOT SEAT POWERBOOT,168800.0,Used,87499,2017.0,2493.0,Toyota,VELLFIRE
Toyota HARRIER 2.0 (A) G Z FulLOAN🔥8 Yrs Warranty,150000.0,Recon,37499,,1986.0,Toyota,HARRIER
2020 Toyota ALPHARD 2.5 G (A) MEMORY SEAT + P/BOOT,163000.0,Recon,77499,,2493.0,Toyota,ALPHARD
2018 Honda CITY 1.5 V FACELIFT (A) LEATHER SEAT,44800.0,Used,72499,2018.0,1497.0,Honda,CITY
2022 Honda CIVIC 2.0 TYPE R (FL5) 6A Like New Car,279000.0,Recon,2499,,1995.0,Honda,CIVIC
2015 Ford FIESTA 1.0 ECOBOOST (A)TURBO 6 SPEED ABS,12800.0,Used,124999,2015.0,998.0,Ford,FIESTA
2022 Toyota VOXY 2.0 S-Z Grade with Advanced Park,186001.0,Recon,32499,,1986.0,Toyota,VOXY
2012 Naza FORTE 1.6 SX (A) SKIRTING P/SHIFT 6SPEED,11800.0,Used,164999,2012.0,1591.0,Unknown,Unknown
2024 Honda CIVIC 2.0 TYPE R FL5 ✨Rare Nano Grey✨,310001.0,Recon,2499,,1996.0,Honda,CIVIC
RECOND Toyota ALPHARD 2.5 SC MODELISTA KIT SUNROOF,185000.0,Recon,52499,,2493.0,Toyota,ALPHARD
"2021 Honda CIVIC TYPE R 2.0 ✨11,xxx Low Mileage✨",246001.0,Recon,12499,,1996.0,Honda,CIVIC
2020 Toyota ALPHARD 2.5 X 2 Power Door 8 Seaters,157001.0,Recon,77499,,2493.0,Toyota,ALPHARD
RECOND Toyota VELLFIRE 2.5 (A) FullLOAN🔥BIG OFFER,168000.0,Recon,37499,,2493.0,Toyota,VELLFIRE
"2021 Porsche MACAN 2.0L ✨15,xxx km✨ 360 CAM",300001.0,Recon,12499,,1984.0,Porsche,MACAN
2020 Toyota ALPHARD 2.5 X Welcab Special 7 Seaters,169001.0,Recon,62499,,2493.0,Toyota,ALPHARD
2024 Honda CIVIC 2.0 TYPE R FL5 6km New Car Condi,305001.0,Recon,2499,,1996.0,Honda,CIVIC
2020 Honda CIVIC FK7 AUTO 🔥Rare with Sunroof🔥,141001.0,Recon,37499,,1496.0,Honda,CIVIC
2024 Honda CIVIC 2.0 TYPE R FL5 200KM~! NEW CAR!!,300001.0,Recon,2499,,1996.0,Honda,CIVIC
"2021 Honda CIVIC TYPE R 2.0 FK8 Ori 37,xxx km ONLY",245001.0,Recon,37499,,1996.0,Honda,CIVIC
2020 Toyota ALPHARD 2.5 X Rare Rose Gold Exterior,149001.0,Recon,62499,,2493.0,Toyota,ALPHARD
